student_id,question_id,topic,difficulty,response_time_sec,attempts,is_correct,hint_used,click_count,session_time_sec,time_between_actions,error_type,label_memory,label_attention,label_number_sense,label_processing_speed
S007,Q017,Addition,Hard,31.0,4,false,true,12,300,2.3,careless,High,High,High,Moderate
S007,Q018,Subtraction,Hard,27.2,1,true,false,6,300,3.8,none,High,High,High,Moderate
S007,Q019,Number Comparison,Hard,29.9,2,true,true,9,300,2.8,none,High,High,High,Moderate
S007,Q020,Counting,Hard,23.3,1,true,true,9,300,2.9,none,High,High,High,Moderate
S008,Q001,Counting,Easy,22.2,2,false,true,9,52.7,2.4,unknown,Low,Low,Low,Slow
S008,Q002,Addition,Easy,12.6,1,true,true,8,78.7,1.3,none,Low,Low,Low,Slow
S008,Q003,Number Comparison,Easy,5.4,2,false,false,3,88.2,0.5,careless,Low,Low,Low,Slow
S008,Q004,Subtraction,Easy,18.3,2,false,false,5,115.0,3.7,unknown,Low,Low,Low,Slow
S008,Q005,Counting,Easy,19.3,2,false,false,5,144.9,3.6,conceptual,Low,Low,Low,Slow
S008,Q006,Addition,Medium,24.0,2,false,false,6,178.7,3.4,unknown,Low,Low,Low,Slow
S008,Q007,Subtraction,Medium,25.4,3,false,false,11,209.0,2.4,calculation,Low,Low,Low,Slow
S008,Q008,Number Comparison,Medium,27.4,1,true,true,11,248.9,3.1,none,Low,Low,Low,Slow
S008,Q009,Counting,Medium,23.8,2,false,false,7,280.8,2.8,conceptual,Low,Low,Low,Slow
S008,Q010,Addition,Medium,22.5,3,false,true,7,300,2.8,calculation,Low,Low,Low,Slow
S008,Q011,Subtraction,Medium,27.1,2,false,true,11,300,2.5,unknown,Low,Low,Low,Slow
S008,Q012,Number Comparison,Medium,27.1,1,false,true,10,300,3.1,calculation,Low,Low,Low,Slow
S008,Q013,Addition,Hard,35.8,2,false,true,12,300,2.6,unknown,Low,Low,Low,Slow
S008,Q014,Subtraction,Hard,35.7,1,false,false,4,300,7.6,calculation,Low,Low,Low,Slow
S009,Q001,Counting,Easy,2.8,1,true,false,2,48.2,1.5,none,Medium,Medium,Medium,Fast
S009,Q002,Addition,Easy,7.0,2,false,true,9,68.8,0.4,careless,Medium,Medium,Medium,Fast
S009,Q003,Number Comparison,Easy,3.6,1,false,false,1,81.8,1.1,careless,Medium,Medium,Medium,Fast
S009,Q004,Subtraction,Easy,2.8,1,true,false,2,90.5,1.5,none,Medium,Medium,Medium,Fast
S009,Q005,Counting,Easy,5.9,1,true,false,1,105.7,1.0,none,Medium,Medium,Medium,Fast
S009,Q006,Addition,Medium,15.9,3,false,false,9,129.9,1.0,conceptual,Medium,Medium,Medium,Fast
S009,Q007,Subtraction,Medium,11.7,2,true,false,4,146.6,1.9,none,Medium,Medium,Medium,Fast
S009,Q008,Number Comparison,Medium,9.1,1,true,false,1,164.0,4.6,none,Medium,Medium,Medium,Fast
S009,Q009,Counting,Medium,17.5,1,false,false,4,192.2,3.9,calculation,Medium,Medium,Medium,Fast
S009,Q010,Addition,Medium,16.4,4,false,false,11,215.8,0.9,unknown,Medium,Medium,Medium,Fast
S009,Q011,Subtraction,Medium,17.1,1,false,false,3,243.1,3.7,unknown,Medium,Medium,Medium,Fast
S009,Q012,Number Comparison,Medium,12.1,1,true,false,3,262.7,3.1,none,Medium,Medium,Medium,Fast
S009,Q013,Addition,Hard,24.9,1,true,false,4,297.5,4.9,none,Medium,Medium,Medium,Fast
S009,Q014,Subtraction,Hard,23.3,3,false,true,14,300,1.7,calculation,Medium,Medium,Medium,Fast
S009,Q015,Number Comparison,Hard,3.9,2,false,true,7,300,0.6,careless,Medium,Medium,Medium,Fast
S009,Q016,Counting,Medium,8.6,1,true,false,4,300,1.3,none,Medium,Medium,Medium,Fast
S009,Q017,Addition,Hard,5.9,1,true,false,2,300,0.9,none,Medium,Medium,Medium,Fast
S009,Q018,Subtraction,Hard,22.9,1,true,false,3,300,6.1,none,Medium,Medium,Medium,Fast
S009,Q019,Number Comparison,Hard,17.0,1,true,true,4,300,3.6,none,Medium,Medium,Medium,Fast
S009,Q020,Counting,Hard,21.5,1,false,true,10,300,2.5,conceptual,Medium,Medium,Medium,Fast
S010,Q001,Counting,Easy,14.7,1,false,false,2,45.7,5.5,calculation,High,Low,Low,Moderate
S010,Q002,Addition,Easy,10.0,1,true,false,5,62.3,1.9,none,High,Low,Low,Moderate
S010,Q003,Number Comparison,Easy,11.3,1,true,false,4,81.0,2.0,none,High,Low,Low,Moderate
S010,Q004,Subtraction,Easy,12.6,1,true,false,4,100.9,1.9,none,High,Low,Low,Moderate
S010,Q005,Counting,Easy,5.3,1,true,false,4,112.1,1.4,none,High,Low,Low,Moderate
S010,Q006,Addition,Medium,40.5,3,false,false,11,161.7,3.5,calculation,High,Low,Low,Moderate
S010,Q007,Subtraction,Medium,26.0,1,false,true,4,199.7,4.7,conceptual,High,Low,Low,Moderate
S010,Q008,Number Comparison,Medium,20.1,1,true,true,6,235.4,2.7,none,High,Low,Low,Moderate
S010,Q009,Counting,Medium,37.9,1,true,true,9,285.8,3.8,none,High,Low,Low,Moderate
S010,Q010,Addition,Medium,21.6,1,false,false,7,300,3.2,calculation,High,Low,Low,Moderate
S010,Q011,Subtraction,Medium,20.4,3,false,false,9,300,1.1,calculation,High,Low,Low,Moderate
S010,Q012,Number Comparison,Medium,26.4,3,false,false,12,300,1.8,unknown,High,Low,Low,Moderate
S010,Q013,Addition,Hard,32.9,1,false,true,9,300,3.4,calculation,High,Low,Low,Moderate
S010,Q014,Subtraction,Hard,30.3,1,true,false,7,300,4.5,none,High,Low,Low,Moderate
S010,Q015,Number Comparison,Hard,37.3,1,false,true,12,300,2.5,conceptual,High,Low,Low,Moderate
S010,Q017,Addition,Hard,28.8,1,true,false,6,300,4.6,none,High,Low,Low,Moderate
S010,Q018,Subtraction,Hard,29.5,2,false,true,9,300,2.4,conceptual,High,Low,Low,Moderate
S011,Q001,Counting,Easy,8.1,1,true,false,4,34.5,1.1,none,Medium,Medium,Medium,Moderate
S011,Q002,Addition,Easy,8.1,1,true,false,4,49.2,1.6,none,Medium,Medium,Medium,Moderate
S011,Q003,Number Comparison,Easy,11.7,1,true,true,3,76.4,2.6,none,Medium,Medium,Medium,Moderate
S011,Q004,Subtraction,Easy,3.2,2,false,false,1,84.2,0.9,careless,Medium,Medium,Medium,Moderate
S011,Q005,Counting,Easy,9.1,5,false,false,11,99.5,0.5,conceptual,Medium,Medium,Medium,Moderate
S011,Q006,Addition,Medium,17.4,4,false,false,12,123.1,1.5,conceptual,Medium,Medium,Medium,Moderate
S011,Q007,Subtraction,Medium,19.1,1,true,false,5,149.8,3.2,none,Medium,Medium,Medium,Moderate
S011,Q008,Number Comparison,Medium,16.1,1,true,true,8,179.3,1.7,none,Medium,Medium,Medium,Moderate
S011,Q009,Counting,Medium,18.8,2,false,true,10,208.1,2.1,calculation,Medium,Medium,Medium,Moderate
S011,Q010,Addition,Medium,21.0,4,false,false,8,234.4,1.7,conceptual,Medium,Medium,Medium,Moderate
S011,Q011,Subtraction,Medium,13.7,1,true,false,4,256.4,3.0,none,Medium,Medium,Medium,Moderate
S011,Q012,Number Comparison,Medium,22.5,2,false,false,9,285.2,2.6,unknown,Medium,Medium,Medium,Moderate
S011,Q013,Addition,Hard,25.5,1,true,false,4,300,5.4,none,Medium,Medium,Medium,Moderate
S011,Q014,Subtraction,Hard,33.7,4,false,false,11,300,1.7,calculation,Medium,Medium,Medium,Moderate
S011,Q015,Number Comparison,Hard,22.0,1,true,true,9,300,2.7,none,Medium,Medium,Medium,Moderate
S011,Q016,Counting,Medium,13.7,2,false,true,9,300,1.0,conceptual,Medium,Medium,Medium,Moderate
S011,Q017,Addition,Hard,28.3,3,false,true,12,300,2.1,calculation,Medium,Medium,Medium,Moderate
S011,Q018,Subtraction,Hard,31.0,1,true,false,6,300,4.6,none,Medium,Medium,Medium,Moderate
S012,Q001,Counting,Easy,21.0,2,true,false,10,52.0,2.4,none,Low,Low,Low,Slow
S012,Q002,Addition,Easy,17.2,1,true,false,7,78.4,2.5,none,Low,Low,Low,Slow
S012,Q003,Number Comparison,Easy,44.8,1,false,true,11,138.7,4.5,careless,Low,Low,Low,Slow
S012,Q004,Subtraction,Easy,22.9,2,false,true,9,175.0,2.8,unknown,Low,Low,Low,Slow
S012,Q005,Counting,Easy,27.5,2,false,true,13,214.9,2.2,calculation,Low,Low,Low,Slow
S012,Q006,Addition,Medium,5.2,3,false,false,8,226.2,1.2,careless,Low,Low,Low,Slow
S012,Q007,Subtraction,Medium,27.1,1,false,false,10,261.4,2.7,calculation,Low,Low,Low,Slow
S012,Q008,Number Comparison,Medium,25.6,2,true,false,6,296.1,3.7,none,Low,Low,Low,Slow
S012,Q009,Counting,Medium,6.5,3,false,false,7,300,0.9,careless,Low,Low,Low,Slow
S012,Q010,Addition,Medium,26.3,3,false,false,14,300,2.2,conceptual,Low,Low,Low,Slow
S012,Q011,Subtraction,Medium,31.8,5,false,true,16,300,2.2,conceptual,Low,Low,Low,Slow
S012,Q012,Number Comparison,Medium,31.1,3,false,false,8,300,3.5,conceptual,Low,Low,Low,Slow
S012,Q013,Addition,Hard,4.4,4,false,false,6,300,0.5,careless,Low,Low,Low,Slow
S012,Q014,Subtraction,Hard,38.8,3,false,false,11,300,3.1,unknown,Low,Low,Low,Slow
S012,Q015,Number Comparison,Hard,42.4,1,false,false,5,300,7.4,conceptual,Low,Low,Low,Slow
S013,Q001,Counting,Easy,6.4,2,false,false,2,38.1,0.8,careless,Low,Low,Medium,Slow
S013,Q002,Addition,Easy,16.5,1,true,false,6,60.1,2.8,none,Low,Low,Medium,Slow
S013,Q003,Number Comparison,Easy,24.3,2,false,false,4,93.2,4.6,conceptual,Low,Low,Medium,Slow
S013,Q004,Subtraction,Easy,19.3,3,false,true,11,124.7,1.5,calculation,Low,Low,Medium,Slow
S013,Q005,Counting,Easy,17.9,1,true,false,2,152.9,7.0,none,Low,Low,Medium,Slow
S013,Q006,Addition,Medium,27.1,1,true,true,7,191.0,3.9,none,Low,Low,Medium,Slow
S013,Q007,Subtraction,Medium,25.2,1,false,false,4,221.8,4.9,calculation,Low,Low,Medium,Slow
S013,Q008,Number Comparison,Medium,5.8,4,false,false,6,235.9,0.5,careless,Low,Low,Medium,Slow
S013,Q009,Counting,Medium,17.4,1,true,false,6,260.3,3.3,none,Low,Low,Medium,Slow
S013,Q010,Addition,Medium,41.0,2,false,false,8,300,4.1,calculation,Low,Low,Medium,Slow
S013,Q011,Subtraction,Medium,37.1,1,true,false,5,300,6.9,none,Low,Low,Medium,Slow
S013,Q012,Number Comparison,Medium,21.6,1,true,false,5,300,4.0,none,Low,Low,Medium,Slow
S013,Q013,Addition,Hard,43.5,4,false,true,15,300,2.7,calculation,Low,Low,Medium,Slow
S013,Q014,Subtraction,Hard,34.4,3,false,true,13,300,2.1,careless,Low,Low,Medium,Slow
S013,Q015,Number Comparison,Hard,31.2,1,true,false,3,300,7.8,none,Low,Low,Medium,Slow
S013,Q016,Counting,Medium,24.3,2,false,false,7,300,2.6,conceptual,Low,Low,Medium,Slow
S013,Q017,Addition,Hard,37.6,4,false,true,13,300,3.1,calculation,Low,Low,Medium,Slow
S013,Q018,Subtraction,Hard,32.8,2,true,false,9,300,3.1,none,Low,Low,Medium,Slow
S013,Q019,Number Comparison,Hard,3.0,4,false,false,7,300,0.4,careless,Low,Low,Medium,Slow
S013,Q020,Counting,Hard,29.4,4,false,false,13,300,1.9,conceptual,Low,Low,Medium,Slow
S014,Q001,Counting,Easy,11.7,2,false,true,7,53.9,1.4,calculation,Medium,Medium,Medium,Slow
S014,Q002,Addition,Easy,16.8,4,false,true,11,83.3,1.9,conceptual,Medium,Medium,Medium,Slow
S014,Q003,Number Comparison,Easy,10.8,1,true,false,2,103.3,3.6,none,Medium,Medium,Medium,Slow
S014,Q004,Subtraction,Easy,18.1,1,true,false,3,128.5,4.2,none,Medium,Medium,Medium,Slow
S014,Q005,Counting,Easy,11.5,1,true,false,1,143.5,6.5,none,Medium,Medium,Medium,Slow
S014,Q006,Addition,Medium,17.6,1,true,false,3,166.7,4.8,none,Medium,Medium,Medium,Slow
S014,Q007,Subtraction,Medium,26.3,1,true,true,5,204.5,4.8,none,Medium,Medium,Medium,Slow
S014,Q008,Number Comparison,Medium,19.8,1,true,false,4,228.5,3.9,none,Medium,Medium,Medium,Slow
S014,Q009,Counting,Medium,18.1,1,false,false,2,257.8,5.9,careless,Medium,Medium,Medium,Slow
S014,Q010,Addition,Medium,23.1,2,false,false,5,287.7,3.1,conceptual,Medium,Medium,Medium,Slow
S014,Q011,Subtraction,Medium,22.9,1,true,false,3,300,5.2,none,Medium,Medium,Medium,Slow
S014,Q012,Number Comparison,Medium,19.2,1,true,false,5,300,3.6,none,Medium,Medium,Medium,Slow
S014,Q013,Addition,Hard,27.4,2,false,false,9,300,2.3,conceptual,Medium,Medium,Medium,Slow
S014,Q014,Subtraction,Hard,39.0,5,false,false,9,300,2.8,calculation,Medium,Medium,Medium,Slow
S014,Q015,Number Comparison,Hard,28.4,1,true,false,4,300,5.2,none,Medium,Medium,Medium,Slow
S014,Q016,Counting,Medium,21.8,1,true,false,2,300,7.5,none,Medium,Medium,Medium,Slow
S014,Q017,Addition,Hard,33.4,4,false,true,14,300,1.4,unknown,Medium,Medium,Medium,Slow
S014,Q018,Subtraction,Hard,3.2,1,true,false,2,300,0.8,none,Medium,Medium,Medium,Slow
S014,Q019,Number Comparison,Hard,43.6,1,true,true,11,300,3.2,none,Medium,Medium,Medium,Slow
S015,Q001,Counting,Easy,20.5,1,true,false,5,45.7,3.7,none,High,High,High,Moderate
S015,Q002,Addition,Easy,5.7,1,true,true,6,66.9,0.5,none,High,High,High,Moderate
S015,Q003,Number Comparison,Easy,11.1,1,true,false,3,83.1,2.9,none,High,High,High,Moderate
S015,Q004,Subtraction,Easy,14.5,1,true,false,1,104.8,7.7,none,High,High,High,Moderate
S015,Q005,Counting,Easy,12.0,1,true,false,2,126.5,4.1,none,High,High,High,Moderate
S015,Q006,Addition,Medium,18.7,1,true,false,3,156.0,4.3,none,High,High,High,Moderate
S015,Q007,Subtraction,Medium,23.6,2,false,false,2,189.2,5.9,calculation,High,High,High,Moderate
S015,Q008,Number Comparison,Medium,22.2,2,false,false,5,215.5,4.1,calculation,High,High,High,Moderate
S015,Q009,Counting,Medium,16.1,1,true,false,3,237.0,3.3,none,High,High,High,Moderate
S015,Q010,Addition,Medium,14.6,1,true,false,4,261.4,2.7,none,High,High,High,Moderate
S015,Q011,Subtraction,Medium,21.7,1,true,false,5,294.9,3.2,none,High,High,High,Moderate
S015,Q012,Number Comparison,Medium,12.8,1,true,false,5,300,2.5,none,High,High,High,Moderate
S015,Q013,Addition,Hard,21.9,1,true,true,6,300,2.5,none,High,High,High,Moderate
S015,Q014,Subtraction,Hard,28.4,1,true,false,3,300,6.7,none,High,High,High,Moderate
S015,Q015,Number Comparison,Hard,30.3,1,false,false,6,300,4.2,unknown,High,High,High,Moderate
S015,Q016,Counting,Medium,16.9,1,true,false,6,300,2.7,none,High,High,High,Moderate
S015,Q017,Addition,Hard,22.5,1,true,false,5,300,3.4,none,High,High,High,Moderate
